rate of: 0.1
x, avg, lamb_avg
0, 49, 0.0238461026173
1, 47, 0.0227900523222
2, 44, 0.0211140327044
3, 42, 0.0205050880163
4, 40, 0.0194256647967
5, 38, 0.0185037892211
6, 36, 0.0175036417248
7, 34, 0.016470268244
8, 32, 0.0158028727503
9, 31, 0.0150790702576
10, 30, 0.0145287668812
11, 28, 0.0138898881765
12, 27, 0.0133247996373
13, 26, 0.0128293858933
14, 23, 0.0116492779656
15, 23, 0.011490164789
16, 21, 0.0105334409089
17, 20, 0.010189974016
18, 20, 0.00993204193119
19, 18, 0.00926092726386
20, 18, 0.00907557943711
21, 17, 0.00843693716845
22, 15, 0.00790892770923
23, 15, 0.0077225829486
24, 14, 0.0073985161242
25, 14, 0.00712290261287
26, 12, 0.00657748869691
27, 12, 0.0063495884385
28, 11, 0.00606350048863
29, 11, 0.00589839665039
30, 10, 0.00560314986755
31, 10, 0.00535744893622
32, 9, 0.00497098294011
33, 9, 0.00481054269131
34, 8, 0.00454230760093
35, 8, 0.00426514381305
36, 7, 0.00416761189285
37, 7, 0.00405787872287
38, 7, 0.00384624456692
39, 6, 0.00374986565209
40, 6, 0.00349594438233
41, 6, 0.00339301070589
42, 5, 0.00337378297533
43, 5, 0.00320647597494
44, 5, 0.00308323208254
45, 5, 0.00296261110952
46, 4, 0.00267095752676
47, 4, 0.00262566715343
48, 4, 0.00257554099781
49, 4, 0.0024787340149
50, 3, 0.00241833125503
51, 3, 0.00229216481441
52, 3, 0.00215696005783
53, 3, 0.00214562894447
54, 3, 0.00201302893278
55, 3, 0.0019761644967
56, 2, 0.00189009699859
57, 2, 0.00190183261905
58, 2, 0.0019279361372
59, 2, 0.00165090785127
60, 2, 0.00171227621166
61, 2, 0.00161270534299
62, 2, 0.00165830785604
63, 2, 0.00147876182096
64, 1, 0.00153706432945
65, 1, 0.00137574694408
66, 1, 0.00150419679058
67, 1, 0.00137674260088
68, 1, 0.00131951298462
69, 1, 0.00123796378459
70, 1, 0.00121576768772
71, 1, 0.00122257204749
72, 1, 0.00117779824324
73, 1, 0.00106749432024
74, 1, 0.00109893434255
75, 1, 0.00106286631857
76, 1, 0.000991705387753
77, 0, 0.000896752028861
78, 0, 0.000864959637906
79, 0, 0.000894265430175
