rate of: 0.1
x, avg, lamb_avg
0, 100, 0.0473041575159
1, 89, 0.0425358745223
2, 81, 0.0383510792464
3, 72, 0.0344143030393
4, 65, 0.0311253817967
5, 58, 0.0279800869489
6, 52, 0.0251262779751
7, 47, 0.022780063548
8, 42, 0.0202580512791
9, 38, 0.0185182827117
10, 35, 0.0168519674469
11, 31, 0.0151411998278
12, 28, 0.0136580288629
13, 25, 0.0124006987172
14, 23, 0.011268306187
15, 20, 0.0101340848971
16, 18, 0.00905430191014
17, 16, 0.00821098564351
18, 15, 0.00747570400336
19, 13, 0.00662322799512
20, 12, 0.00609210899791
21, 10, 0.00555939910544
22, 9, 0.00513562091987
23, 8, 0.00467421820416
24, 8, 0.00434166903581
25, 7, 0.00383837497368
26, 6, 0.00362813588253
27, 5, 0.0032396738195
28, 5, 0.00312073445258
29, 4, 0.00276297770027
30, 4, 0.00263812596417
31, 3, 0.00245993912869
32, 3, 0.00233994658126
33, 3, 0.00218901332599
34, 2, 0.00200907430026
35, 2, 0.00196143578809
36, 2, 0.0018291701314
37, 2, 0.00181377427817
38, 1, 0.00163165663304
39, 1, 0.00156891018729
40, 1, 0.00151606696324
41, 1, 0.00137307842201
42, 1, 0.00134370311131
43, 1, 0.00112965598625
44, 1, 0.00116709591409
45, 0, 0.00108142121678
46, 0, 0.000918107849033
47, 0, 0.000956324569942
48, 0, 0.000876902569304
49, 0, 0.000776789771105
50, 0, 0.000717999594337
51, 0, 0.000586845882959
52, 0, 0.000637807444863
53, 0, 0.000469464594899
54, 0, 0.000455510139806
55, 0, 0.000468440185501
56, 0, 0.000412117661091
57, 0, 0.000338267363845
58, 0, 0.000281193657378
59, 0, 0.00039176172143
60, 0, 0.000316872608069
61, 0, 0.00025827226585
62, 0, 0.000228053550292
63, 0, 0.000206518001248
64, 0, 0.000193029520891
65, 0, 0.000143343151658
66, 0, 0.000148847007257
67, 0, 0.000144186172883
68, 0, 0.000121570741554
69, 0, 8.35408060843e-05
70, 0, 9.06778424676e-05
71, 0, 6.36415290212e-05
72, 0, 7.08262714946e-05
73, 0, 5.08735261863e-05
74, 0, 6.04244429061e-05
75, 0, 4.68963379145e-05
76, 0, 6.9715843222e-05
77, 0, 5.85769266428e-05
78, 0, 4.1247836055e-05
79, 0, 2.53373757126e-05
80, 0, 3.76960957889e-05
81, 0, 3.08275593008e-05
82, 0, 3.95475707635e-05
83, 0, 2.85109113104e-05
84, 0, 2.49311511866e-05
85, 0, 2.97087275431e-05
86, 0, 1.63759875628e-05
87, 0, 1.73792465203e-05
88, 0, 1.20447387089e-05
89, 0, 1.74870096961e-05
90, 0, 7.85910447056e-06
91, 0, 4.5528766473e-06
92, 0, 6.08439948945e-06
93, 0, 3.64430396649e-06
94, 0, 8.93434586077e-06
95, 0, 2.93704450356e-06
96, 0, 2.44334891656e-05
97, 0, 4.15298086967e-06
98, 0, 3.9412070999e-06
99, 0, 1.50082528565e-06



rate of: 0.2
x, avg, lamb_avg
0, 200, 0.09424891507
1, 160, 0.0753770702546
2, 127, 0.0601488518374
3, 102, 0.0483415509319
4, 81, 0.0386546651197
5, 65, 0.0311126733979
6, 52, 0.0248412365835
7, 42, 0.0201070291406
8, 33, 0.0161480448017
9, 27, 0.0130632662525
10, 21, 0.010470979201
11, 17, 0.00844657518959
12, 13, 0.00691378622744
13, 10, 0.00558415679742
14, 8, 0.00464003010535
15, 6, 0.00379592674562
16, 5, 0.00318368637622
17, 4, 0.00279141295567
18, 3, 0.00236886008115
19, 2, 0.00222496501872
20, 2, 0.00194958117681
21, 1, 0.00179898670752
22, 1, 0.00162671540545
23, 1, 0.00154941297258
24, 1, 0.00128654638163
25, 0, 0.000994646259464
26, 0, 0.000920314828803
27, 0, 0.000835274113315
28, 0, 0.000644500587622
29, 0, 0.000455997066625
30, 0, 0.000414779925571
31, 0, 0.000357778348705
32, 0, 0.000286990042656
33, 0, 0.000205194423497
34, 0, 0.000220062509124
35, 0, 9.52649801567e-05
36, 0, 0.000142215766124
37, 0, 8.29881595535e-05
38, 0, 9.5347711187e-05
39, 0, 3.94519846777e-05
40, 0, 5.13523563442e-05
41, 0, 2.87779702532e-05
42, 0, 2.23592835988e-05
43, 0, 2.28481576731e-05
44, 0, 3.3748675294e-05
45, 0, 1.8401327193e-05
46, 0, 1.71132287502e-05
47, 0, 1.08559367959e-05
48, 0, 6.30597554931e-06
49, 0, 1.11735825856e-05
50, 0, 2.10222760968e-06
51, 0, 1.39562991302e-06
52, 0, 5.68828213879e-07
53, 0, 7.57002271007e-07
54, 0, 5.60538116592e-07
55, 0, 0.0
56, 0, 0.0
57, 0, 7.25689404935e-07
58, 0, 3.33333333333e-06
59, 0, 0.0
60, 0, 0.0
61, 0, 1.70357751278e-06
62, 0, 0.0
63, 0, 0.0
64, 0, 0.0
65, 0, 0.0
66, 0, 0.0
67, 0, 0.0
68, 0, 4.69263256687e-07
69, 0, 0.0
70, 0, 0.0
71, 0, 0.0
72, 0, 0.0
73, 0, 0.0
74, 0, 0.0
75, 0, 0.0
76, 0, 0.0
77, 0, 0.0
78, 0, 0.0
79, 0, 0.0
80, 0, 0.0
81, 0, 0.0
82, 0, 0.0
83, 0, 0.0
84, 0, 0.0
85, 0, 0.0
86, 0, 0.0
87, 0, 0.0
88, 0, 0.0
89, 0, 0.0
90, 0, 0.0
91, 0, 0.0
92, 0, 0.0
93, 0, 0.0
94, 0, 0.0
95, 0, 0.0
96, 0, 0.0
97, 0, 0.0
98, 0, 0.0
99, 0, 0.0



rate of: 0.3
x, avg, lamb_avg
0, 299, 0.140723810789
1, 210, 0.0989426639073
2, 147, 0.069427260756
3, 102, 0.0484216464366
4, 72, 0.0341928179862
5, 50, 0.0239188375605
6, 35, 0.0169349811309
7, 24, 0.012036926848
8, 17, 0.00846420749437
9, 11, 0.00605468158322
10, 8, 0.00455235574372
11, 5, 0.00334734782729
12, 4, 0.00261548085261
13, 2, 0.00222011661863
14, 2, 0.00189442774194
15, 1, 0.00168348098957
16, 1, 0.00135929416628
17, 0, 0.00108555077892
18, 0, 0.000901988809416
19, 0, 0.000559084007924
20, 0, 0.00051420676011
21, 0, 0.000226569255254
22, 0, 0.000355879908883
23, 0, 0.00016747808549
24, 0, 0.000100330778283
25, 0, 6.40162789367e-05
26, 0, 7.76840154433e-05
27, 0, 2.70336083604e-05
28, 0, 2.61889014266e-05
29, 0, 4.20833784382e-05
30, 0, 1.75006404511e-05
31, 0, 2.09672776125e-05
32, 0, 4.67482486271e-06
33, 0, 6.72783913841e-06
34, 0, 9.00900900901e-07
35, 0, 6.52759727351e-06
36, 0, 0.0
37, 0, 0.0
38, 0, 0.0
39, 0, 0.0
40, 0, 0.0
41, 0, 4.94315373208e-07
42, 0, 0.0
43, 0, 0.0
44, 0, 0.0
45, 0, 0.0
46, 0, 0.0
47, 0, 0.0
48, 0, 0.0
49, 0, 0.0
50, 0, 0.0
51, 0, 0.0
52, 0, 0.0
53, 0, 0.0
54, 0, 0.0
55, 0, 0.0
56, 0, 0.0
57, 0, 0.0
58, 0, 0.0
59, 0, 0.0
60, 0, 0.0
61, 0, 0.0
62, 0, 0.0
63, 0, 0.0
64, 0, 0.0
65, 0, 0.0
66, 0, 0.0
67, 0, 0.0
68, 0, 0.0
69, 0, 0.0
70, 0, 0.0
71, 0, 0.0
72, 0, 0.0
73, 0, 0.0
74, 0, 0.0
75, 0, 0.0
76, 0, 0.0
